"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Dextromethorphan|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Dextrorphan|Plasma (Peripheral Venous Blood) [µmol/l]"
0,1524,0.0003892323,0.009630602
0,1527,0.000387836,0.009617696
0,1530,0.000386442,0.009604784
0,1533,0.0003850503,0.009591867
0,1536,0.0003836609,0.009578946
0,1539,0.000382274,0.00956602
0,1542,0.0003808894,0.00955309
0,1545,0.0003795072,0.009540155
0,1548,0.0003781275,0.009527216
0,1551,0.0003767502,0.009514272
0,1554,0.0003753753,0.009501325
0,1557,0.0003740029,0.009488373
0,1560,0.000372633,0.009475417
0,1563,0.0003712657,0.009462459
0,1566,0.0003699008,0.009449496
0,1569,0.0003685385,0.009436529
0,1572,0.0003671788,0.009423559
0,1575,0.0003658216,0.009410585
0,1578,0.000364467,0.009397608
0,1581,0.000363115,0.009384628
0,1584,0.0003617656,0.009371645
0,1587,0.0003604189,0.009358658
0,1590,0.0003590748,0.009345669
0,1593,0.0003577334,0.009332677
0,1596,0.0003563946,0.009319683
0,1599,0.0003550586,0.009306686
0,1602,0.0003537252,0.009293686
0,1605,0.0003523946,0.009280683
0,1608,0.0003510667,0.009267679
0,1611,0.0003497415,0.009254673
0,1614,0.0003484191,0.009241664
0,1617,0.0003470995,0.009228653
0,1620,0.0003457826,0.009215641
0,1623,0.0003444686,0.009202627
0,1626,0.0003431574,0.00918961
0,1629,0.000341849,0.009176593
0,1632,0.0003405434,0.009163574
0,1635,0.0003392407,0.009150553
0,1638,0.0003379408,0.009137532
0,1641,0.0003366438,0.009124509
0,1644,0.0003353496,0.009111485
0,1647,0.0003340584,0.00909846
0,1650,0.0003327701,0.009085434
0,1653,0.0003314847,0.009072407
0,1656,0.0003302021,0.00905938
0,1659,0.0003289226,0.009046352
0,1662,0.0003276459,0.009033323
0,1665,0.0003263723,0.009020295
0,1668,0.0003251016,0.009007266
0,1671,0.0003238338,0.008994236
0,1674,0.0003225691,0.008981206
0,1677,0.0003213073,0.008968177
0,1680,0.0003200486,0.008955147
0,1683,0.0003187928,0.008942118
0,1686,0.0003175401,0.00892909
0,1689,0.0003162904,0.00891606
0,1692,0.0003150437,0.008903032
0,1695,0.0003138001,0.008890005
0,1698,0.0003125595,0.008876977
0,1701,0.000311322,0.008863952
0,1704,0.0003100875,0.008850927
0,1707,0.0003088561,0.008837902
0,1710,0.0003076278,0.008824878
0,1713,0.0003064026,0.008811857
0,1716,0.0003051805,0.008798835
0,1719,0.0003039615,0.008785815
0,1722,0.0003027456,0.008772797
0,1725,0.0003015328,0.00875978
