"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Dextromethorphan|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Dextrorphan|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Dextrorphan-O-glucuronide|Plasma (Peripheral Venous Blood) [µmol/l]"
0,432,0.003707049,0.06613646,0
0,435,0.003686152,0.06604534,0
0,438,0.003665799,0.06595784,0
0,441,0.003645976,0.06587386,0
0,444,0.003626668,0.06579331,0
0,447,0.003607861,0.06571611,0
0,450,0.003589543,0.06564217,0
0,453,0.003571699,0.06557139,0
0,456,0.003554318,0.0655037,0
0,459,0.003537385,0.06543901,0
0,462,0.003520889,0.06537724,0
0,465,0.003504818,0.06531832,0
0,468,0.00348916,0.06526217,0
0,471,0.003473903,0.06520871,0
0,474,0.003459036,0.06515787,0
0,477,0.003444548,0.06510957,0
0,480,0.003430429,0.06506375,0
0,483,0.003416667,0.06502035,0
0,486,0.003403252,0.06497929,0
0,489,0.003390176,0.0649405,0
0,492,0.003377426,0.06490394,0
0,495,0.003364995,0.06486953,0
0,498,0.003352874,0.06483722,0
0,501,0.003341052,0.06480695,0
0,504,0.003329521,0.06477865,0
0,507,0.003318273,0.06475228,0
0,510,0.0033073,0.06472778,0
0,513,0.003296593,0.06470511,0
0,516,0.003286144,0.0646842,0
0,519,0.003275945,0.06466502,0
0,522,0.00326599,0.06464751,0
0,525,0.00325627,0.06463162,0
0,528,0.003246779,0.06461731,0
0,531,0.00323751,0.06460454,0
0,534,0.003228456,0.06459326,0
0,537,0.00321961,0.06458344,0
0,540,0.003210966,0.06457502,0
0,543,0.003202518,0.06456798,0
0,546,0.00319426,0.06456226,0
0,549,0.003186186,0.06455784,0
0,552,0.00317829,0.06455468,0
0,555,0.003170566,0.06455275,0
0,558,0.00316301,0.064552,0
0,561,0.003155616,0.06455241,0
0,564,0.003148378,0.06455394,0
0,567,0.003141292,0.06455656,0
0,570,0.003134353,0.06456025,0
0,573,0.003127557,0.06456496,0
0,576,0.003120898,0.06457067,0
0,579,0.003114372,0.06457736,0
0,582,0.003107975,0.06458499,0
0,585,0.003101703,0.06459355,0
0,588,0.003095551,0.06460299,0
0,591,0.003089516,0.06461331,0
0,594,0.003083593,0.06462446,0
0,597,0.003077779,0.06463643,0
0,600,0.003072071,0.0646492,0
0,603,0.003066464,0.06466275,0
0,606,0.003060956,0.06467704,0
0,609,0.003055542,0.06469206,0
0,612,0.00305022,0.06470779,0
0,615,0.003044986,0.06472421,0
0,618,0.003039838,0.0647413,0
0,621,0.003034771,0.06475903,0
0,624,0.003029784,0.0647774,0
0,627,0.003024874,0.06479638,0
0,630,0.003020037,0.06481595,0
0,633,0.003015272,0.06483611,0
0,636,0.003010574,0.06485682,0
0,639,0.003005943,0.06487808,0
0,642,0.003001375,0.06489985,0
0,645,0.002996868,0.06492215,0
0,648,0.00299242,0.06494495,0
0,651,0.002988028,0.06496822,0
0,654,0.00298369,0.06499197,0
0,657,0.002979404,0.06501617,0
0,660,0.002975168,0.0650408,0
0,663,0.002970981,0.06506587,0
0,666,0.002966839,0.06509135,0
0,669,0.002962741,0.06511723,0
0,672,0.002958686,0.0651435,0
0,675,0.00295467,0.06517015,0
0,678,0.002950694,0.06519716,0
0,681,0.002946754,0.06522454,0
0,684,0.00294285,0.06525224,0
0,687,0.002938979,0.06528029,0
0,690,0.00293514,0.06530866,0
0,693,0.002931332,0.06533734,0
0,696,0.002927553,0.06536632,0
0,699,0.002923802,0.06539559,0
0,702,0.002920077,0.06542514,0
0,705,0.002916376,0.06545497,0
0,708,0.002912699,0.06548506,0
0,711,0.002909045,0.06551541,0
0,714,0.002905411,0.065546,0
0,717,0.002901797,0.06557682,0
0,720,0.002898202,0.06560788,0
0,723,0.002894625,0.06563916,0
0,726,0.002891063,0.06567065,0
0,729,0.002887517,0.06570236,0
0,732,0.002883985,0.06573425,0
0,735,0.002880467,0.06576634,0
0,738,0.00287696,0.06579861,0
0,741,0.002873465,0.06583106,0
0,744,0.00286998,0.06586368,0
0,747,0.002866504,0.06589646,0
0,750,0.002863038,0.06592939,0
0,753,0.002859578,0.06596248,0
0,756,0.002856126,0.06599572,0
0,759,0.002852679,0.06602908,0
0,762,0.002849238,0.06606258,0
0,765,0.002845801,0.06609621,0
0,768,0.002842368,0.06612995,0
0,771,0.002838938,0.06616382,0
0,774,0.002835511,0.06619778,0
0,777,0.002832084,0.06623186,0
0,780,0.002828659,0.06626603,0
0,783,0.002825235,0.0663003,0
0,786,0.00282181,0.06633465,0
0,789,0.002818384,0.06636909,0
0,792,0.002814957,0.06640361,0
0,795,0.002811527,0.0664382,0
0,798,0.002808095,0.06647286,0
0,801,0.002804661,0.06650758,0
0,804,0.002801222,0.06654236,0
0,807,0.00279778,0.0665772,0
0,810,0.002794333,0.06661209,0
0,813,0.00279088,0.06664704,0
0,816,0.002787423,0.06668202,0
0,819,0.002783959,0.06671704,0
0,822,0.002780489,0.0667521,0
0,825,0.002777013,0.06678719,0
0,828,0.002773529,0.06682231,0
0,831,0.002770038,0.06685745,0
0,834,0.002766539,0.06689262,0
