"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Dextromethorphan|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Dextrorphan|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|PeripheralVenousBlood|Dextrorphan-O-glucuronide|Plasma (Peripheral Venous Blood) [µmol/l]"
0,1059,0.002550672,0.04149661,0.1219457
0,1062,0.002545813,0.04146174,0.1218507
0,1065,0.002540939,0.04142683,0.1217556
0,1068,0.002536051,0.04139188,0.1216604
0,1071,0.002531147,0.04135687,0.1215651
0,1074,0.00252623,0.04132182,0.1214698
0,1077,0.002521297,0.04128672,0.1213744
0,1080,0.002516351,0.04125158,0.1212789
0,1083,0.00251139,0.04121638,0.1211834
0,1086,0.002506416,0.04118114,0.1210877
0,1089,0.002501427,0.04114585,0.120992
0,1092,0.002496424,0.0411105,0.1208961
0,1095,0.002491408,0.04107511,0.1208002
0,1098,0.002486379,0.04103967,0.1207041
0,1101,0.002481335,0.04100418,0.120608
0,1104,0.002476279,0.04096863,0.1205117
0,1107,0.002471209,0.04093303,0.1204154
0,1110,0.002466127,0.04089738,0.1203189
0,1113,0.002461031,0.04086168,0.1202223
0,1116,0.002455923,0.04082592,0.1201256
0,1119,0.002450801,0.04079011,0.1200288
0,1122,0.002445668,0.04075424,0.1199318
0,1125,0.002440522,0.04071832,0.1198347
0,1128,0.002435364,0.04068235,0.1197375
0,1131,0.002430194,0.04064632,0.1196402
0,1134,0.002425011,0.04061024,0.1195428
0,1137,0.002419817,0.0405741,0.1194452
0,1140,0.002414611,0.0405379,0.1193474
0,1143,0.002409394,0.04050165,0.1192496
0,1146,0.002404165,0.04046534,0.1191516
0,1149,0.002398925,0.04042898,0.1190534
0,1152,0.002393674,0.04039256,0.1189552
0,1155,0.002388412,0.04035608,0.1188567
0,1158,0.002383139,0.04031954,0.1187582
0,1161,0.002377855,0.04028295,0.1186594
0,1164,0.002372561,0.0402463,0.1185606
0,1167,0.002367257,0.04020959,0.1184616
0,1170,0.002361942,0.04017282,0.1183624
0,1173,0.002356617,0.04013599,0.1182631
0,1176,0.002351282,0.04009911,0.1181636
0,1179,0.002345938,0.04006217,0.1180639
0,1182,0.002340583,0.04002516,0.1179642
0,1185,0.002335219,0.0399881,0.1178642
0,1188,0.002329846,0.03995099,0.1177641
0,1191,0.002324464,0.03991381,0.1176638
0,1194,0.002319072,0.03987657,0.1175634
0,1197,0.002313672,0.03983927,0.1174628
0,1200,0.002308263,0.03980191,0.117362
0,1203,0.002302845,0.0397645,0.1172611
0,1206,0.002297418,0.03972702,0.11716
0,1209,0.002291984,0.03968948,0.1170587
0,1212,0.002286541,0.03965189,0.1169573
0,1215,0.00228109,0.03961424,0.1168557
0,1218,0.002275632,0.03957652,0.116754
0,1221,0.002270166,0.03953875,0.116652
0,1224,0.002264692,0.03950091,0.1165499
0,1227,0.00225921,0.03946302,0.1164476
0,1230,0.002253722,0.03942507,0.1163452
0,1233,0.002248226,0.03938705,0.1162425
0,1236,0.002242724,0.03934898,0.1161397
0,1239,0.002237214,0.03931085,0.1160367
0,1242,0.002231698,0.03927265,0.1159336
0,1245,0.002226176,0.0392344,0.1158303
0,1248,0.002220647,0.03919609,0.1157267
0,1251,0.002215112,0.03915772,0.1156231
0,1254,0.00220957,0.03911929,0.1155192
0,1257,0.002204024,0.0390808,0.1154152
0,1260,0.002198471,0.03904225,0.1153109
0,1263,0.002192912,0.03900364,0.1152065
0,1266,0.002187348,0.03896497,0.115102
0,1269,0.002181779,0.03892624,0.1149972
0,1272,0.002176205,0.03888746,0.1148923
0,1275,0.002170626,0.03884861,0.1147872
0,1278,0.002165041,0.03880971,0.1146819
0,1281,0.002159452,0.03877074,0.1145764
0,1284,0.002153859,0.03873172,0.1144707
0,1287,0.002148261,0.03869264,0.1143649
0,1290,0.002142659,0.0386535,0.1142589
0,1293,0.002137053,0.0386143,0.1141527
0,1296,0.002131442,0.03857505,0.1140463
0,1299,0.002125828,0.03853573,0.1139398
0,1302,0.002120211,0.03849636,0.113833
