"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Aciclovir|Plasma (Peripheral Venous Blood) [µmol/l]"
0,1402,0.04340509
0,1403,0.04324395
0,1404,0.04308344
0,1405,0.04292356
0,1406,0.04276431
0,1407,0.04260567
0,1408,0.04244766
0,1409,0.04229026
0,1410,0.04213348
0,1411,0.04197731
0,1412,0.04182175
0,1413,0.04166679
0,1414,0.04151245
0,1415,0.0413587
0,1416,0.04120556
0,1417,0.041053
0,1418,0.04090105
0,1419,0.04074968
0,1420,0.04059891
0,1421,0.04044873
0,1422,0.04029913
0,1423,0.04015011
0,1424,0.04000167
0,1425,0.03985381
0,1426,0.03970653
0,1427,0.03955982
0,1428,0.03941368
0,1429,0.03926811
0,1430,0.03912311
0,1431,0.03897867
0,1432,0.0388348
0,1433,0.03869148
0,1434,0.03854872
0,1435,0.03840652
0,1436,0.03826487
0,1437,0.03812377
0,1438,0.03798322
0,1439,0.03784321
0,1440,0.03770375
